country,date,agricultural_land,land_area,GDP_current_US,life_expectancy_at_birth,population,rural_population
Timor-Leste,2020-01-01,22.9589778076664,14870.0,2158392500.0,68.475,1299995.0,892837.0
Timor-Leste,2021-01-01,37.19205402991216,6189349.588897609,3621222400.0,67.737,1320942.0,902269.0
Timor-Leste,2022-01-01,37.19205402991216,6189349.588897609,3163324631.03158,64.98735853587779,1341296.0,911089.0
Vietnam,1985-01-01,20.7379642999785,325490.0,14094687820.7445,67.601,59811313.0,48111622.0
Vietnam,1986-01-01,20.6611570247934,325490.0,26336616250.4397,68.013,61221107.0,49206465.0
Vietnam,1987-01-01,20.6150726596823,325490.0,36658108850.3148,68.392,62630787.0,50300038.0
Vietnam,1988-01-01,20.6150726596823,325490.0,25423812648.5941,68.469,64037514.0,51388824.0
Vietnam,1989-01-01,20.6304341147193,325490.0,6293304974.59403,69.076,65466361.0,52444447.0
Vietnam,1990-01-01,20.6642293158008,325490.0,6471740805.56984,69.213,66912613.0,53358125.0
Vietnam,1991-01-01,20.7410365909859,325490.0,9613369520.41885,69.849,68358820.0,54257079.0
Vietnam,1992-01-01,21.5828443270147,325490.0,9866990236.43587,69.958,69788747.0,55128923.0
Vietnam,1993-01-01,21.7733263694737,325490.0,13180953598.1716,70.621,71176405.0,55953907.0
Vietnam,1994-01-01,21.9361577928661,325490.0,16286433533.3228,70.759,72501087.0,56714700.0
Vietnam,1995-01-01,21.7487480414145,325490.0,20736164458.9505,71.384,73759110.0,57409666.0
Vietnam,1996-01-01,23.6013395188792,325490.0,24657470574.7501,71.51,74946448.0,58036281.0
Vietnam,1997-01-01,24.0990506620787,325490.0,26843700441.5482,71.802,76058603.0,58591745.0
Vietnam,1998-01-01,24.747304064641,325490.0,27209602050.0452,72.107,77128424.0,59102740.0
Vietnam,1999-01-01,25.8471842452917,325490.0,28683659006.7752,72.317,78123713.0,59516988.0
Vietnam,2000-01-01,28.2260657107953,311060.0,31172518403.3162,72.462,79001142.0,59745404.0
Vietnam,2001-01-01,30.4831399273522,311090.0,32685198809.2947,72.647,79817777.0,59913618.0
Vietnam,2002-01-01,30.4459829335051,310550.0,35064105500.8344,72.801,80642308.0,60069649.0
Vietnam,2003-01-01,30.7575708710936,310070.0,39552513231.0669,72.98,81475825.0,60217153.0
Vietnam,2004-01-01,31.5915760957203,310070.0,45427854693.2554,73.135,82311227.0,60348122.0
Vietnam,2005-01-01,32.1384618827057,312837.0,57633255739.4104,73.271,83142095.0,60460100.0
Vietnam,2006-01-01,32.2191850892757,312795.0,66371664817.0436,73.319,83951800.0,60539322.0
Vietnam,2007-01-01,32.1943447296182,312558.0,77414425532.2452,73.436,84762269.0,60601632.0
Vietnam,2008-01-01,32.7399677741119,312792.0,99130304099.1274,73.411,85597241.0,60664477.0
Vietnam,2009-01-01,32.9068109297165,312762.0,106014659563.143,73.498,86482923.0,60743875.0
Vietnam,2010-01-01,34.3450560815081,313294.0,147201164066.172,73.513,87411012.0,60823204.0
Vietnam,2011-01-01,34.3732843043373,313284.0,172595034069.162,73.692,88349117.0,60890211.0
Vietnam,2012-01-01,34.4331120376958,313457.0,195590647205.685,73.704,89301326.0,60946369.0
Vietnam,2013-01-01,34.6726704451298,313007.33,213708830776.947,73.775,90267739.0,60994814.0
Vietnam,2014-01-01,34.6991265943562,313371.0,233451484773.974,73.855,91235504.0,61022867.0
Vietnam,2015-01-01,38.7634300520449,313383.0,239258340825.533,73.876,92191398.0,61022408.0
Vietnam,2016-01-01,38.8407942894887,313387.0,257096001174.075,73.938,93126529.0,60988564.0
Vietnam,2017-01-01,38.8279627189274,313403.0,281353626107.245,73.963,94033048.0,60921191.0
Vietnam,2018-01-01,38.7344502263671,313429.0,310106472642.968,73.976,94914330.0,60822052.0
Vietnam,2019-01-01,39.5241027473527,313429.0,334365257920.289,74.093,95776716.0,60695620.0
Vietnam,2020-01-01,39.4347683207361,313429.0,346615750166.553,75.378,96648685.0,60560066.0
Vietnam,2021-01-01,37.19205402991216,6189349.588897609,366137590717.804,73.618,97468029.0,60379495.0
Vietnam,2022-01-01,37.19205402991216,6189349.588897609,408802379068.229,64.98735853587779,98186856.0,60123739.0
